349,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/7310e186-3ddb-4706-a30f-b9ef7a512a0e-1604147191381-0d9d2fc62011399556792d5eb64f4079.jpg,RedDoorz @ Jalan Ringroad Selatan,Guest House,Sewon Bantul,Jl. Ring Road Selatan. Panggungharjo. Sewon. Bantul,3.8,144415,177650,-7.828237,110.356909
350,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/05/20/6034be65-a404-4259-a281-2e8ab04ca9c4-1621489922693-85f0fcad9279830ebd8da1af2a09d94c.jpg,The Fort Hotel by ZUZU,Hotel,Kasihan Bantul,Jl Bugisan Selatan. 99,4.3,218552,218794,-7.826389,110.347369
351,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/10/21/2f5ef1d5-677b-44a5-8f72-e2f0b7c184b9-1634792144126-403ce481eba1689bf9d4a12d7ec0df09.jpg,Hotel Widodo 1 Parangtritis RedPartner,Hotel,Kretek Bantul,Hotel Widodo 1. Pantai. Parangtritis. Bantul. Daerah Istimewa Yogyakarta. Indonesia,4.4,93972,173880,-8.023982,110.333045
352,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/8d12b92e-fb92-43b7-a8b3-4b95cf1fcb03-1604123818911-c89ff994f542847b330f8f9cbaed2372.jpg,OYO 465 Alam Citra Bed & Breakfast,Guest House,Sewon Bantul,Perumahan Alam Citra E 18-19. Cabean. Panggungharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia. Yogyakarta,4.4,140247,388889,-7.860473,110.355711
353,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/d53e837a-8392-473e-8f24-226d9a558601-1615546547208-792ba81136a73a886c80aef2e44da80d.jpg,RedDoorz near Parangtritis Beach,Hotel,Parangtritis Bantul,Pantai Parangtritis. Bantul. Kretek. Yogyakarta. Indonesia,3.5,160969,229840,-8.020132,110.332454
354,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/87963c00-37cb-4cd0-9e76-859be89a214c-1615546555238-04d22be54be69cd83572ee53e695f02f.jpg,OYO 1533 The Paris Ocean,Hotel,Parangtritis Bantul,Jalan Parangtritis KM-28. Desa Mancingan XI RT-01. Pantai. Parangtritis. Kretek. Bantul Regency. Special Region of Yogyakarta 55772. Indonesia. Yogyakarta,3.5,95084,281120,-8.020051,110.327084
355,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/f513f9b8-4ecd-447a-9995-cb3364fc179b-1604133146044-d40db80501cdff2d86b45677c6f4159f.jpg,Flory Hotel,Hotel,Sewon Bantul,03. Jl. Ringroad Selatan No.19. Glugo. Panggungharjo. Sewon. Bantul. Daerah Istimewa Yogyakarta 55188. Indonesia,4.0,190000,190000,-7.835249,110.363285
356,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2022/08/24/622aa2d0-d804-44fe-b7db-0bc2eef0776f-1661325629856-3b25b504bbfec964858bf98a3fd2f731.jpg,Sans Hotel Pippo Yogyakarta,Hotel,Kasihan Bantul,Jl. Bugisan Selatan No.100. Dongkelan Kauman. Tirtonirmolo. Kec. Kasihan. Kabupaten Bantul. Daerah Istimewa Yogyakarta 55184. Indonesia,5.0,170416,845000,-7.821955,110.347716
357,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2021/03/12/10a91cbf-cddb-4db1-8140-ca547023882b-1615562597280-d195c2af85ccf451dc300934fe28e184.jpg,Penginapan Rudi,Guest House,Dlingo Bantul,Dusun Pencit Rejo RT 1 Pantirejo. Terong. Dlingo. Bantul. Yogyakarta,4.6,118423,361164,-7.877594,110.455334
358,https://s-light.tiket.photos/t/01E25EBZS3W0FY9GTG6C42E1SE/t_htl-dskt/tix-hotel/images-web/2020/10/31/953d4841-baa9-444b-b49d-ddac030f0f59-1604156893175-9573f0e4ff909ec45a52b4498616fb33.jpg,Bahagia Sederhana Homestay,Guest House,Bantul Bantul,Jl. KH Hasyim Asyari No. 100. Ringinharjo. Bantul. Bantul. Yogyakarta,4.5,53696,567286,-7.885894,110.321182
